Artist,Song Title,Video ID,View Count,Thumbnail URL
TV Girl ,Lizzy Come Back to Life,vg07KCIQKXI,154088,https://i.ytimg.com/vi/vg07KCIQKXI/default.jpg
TV Girl,I Wonder Who She's Kissing Now,F508USl7AuI,137821,https://i.ytimg.com/vi/F508USl7AuI/default.jpg
TV Girl,Loud And Clear,hzrwYmATEFw,32028,https://i.ytimg.com/vi/hzrwYmATEFw/default.jpg
TV Girl,It Evaporates,bTZNm4qtvR8,64486,https://i.ytimg.com/vi/bTZNm4qtvR8/default.jpg
Батюшка,Панихида,XTwdZVaq4vQ,1769882,https://i.ytimg.com/vi/XTwdZVaq4vQ/default.jpg
Moonsorrow,Tämä Ikuinen Talvi (The Entire Album),hHy2ltMoofs,40769,https://i.ytimg.com/vi/hHy2ltMoofs/default.jpg
Chamber of Unlight ,Chamber of Unlight (Full Demo),EbTDiXA4_Uw,16095,https://i.ytimg.com/vi/EbTDiXA4_Uw/default.jpg
Homage to Summoning ,In Mordor Where the Shadows Are (Full Album),S6BI48YOkdg,44492,https://i.ytimg.com/vi/S6BI48YOkdg/default.jpg
Mirkwood,Mirkwood (Full Album),vU_S9zpj1zo,33937,https://i.ytimg.com/vi/vU_S9zpj1zo/default.jpg
Wyrd,Hex (Full Album),4mfYAvIRKDg,26587,https://i.ytimg.com/vi/4mfYAvIRKDg/default.jpg
Helgafell,The Voice of Withered Stone,uJ1GY6bq-ZY,32582,https://i.ytimg.com/vi/uJ1GY6bq-ZY/default.jpg
Ninkharsag,Discipline Through Black Sorcery,tU84zwJ3ypQ,54203,https://i.ytimg.com/vi/tU84zwJ3ypQ/default.jpg
Ygg,The Last Scald,bok1IuVgnAw,89803,https://i.ytimg.com/vi/bok1IuVgnAw/default.jpg
KLABAUTAMANN,Our Journey through the Woods (Full Album),TyX_5_NYe8U,5523,https://i.ytimg.com/vi/TyX_5_NYe8U/default.jpg
KLABAUTAMANN ,Merkur,uCi3k8nuQbI,5247,https://i.ytimg.com/vi/uCi3k8nuQbI/default.jpg
Medieval Demon ,Arcadian Witchcraft (Full Album Premiere),rxcTK7ycD1o,31142,https://i.ytimg.com/vi/rxcTK7ycD1o/default.jpg
Urdôl Ur,Seven Portals to the Arcane Realms,_OvoNizL9ws,29544,https://i.ytimg.com/vi/_OvoNizL9ws/default.jpg
Avantgard ,Wolves of Nocturne,gV_q4EY3uAQ,729,https://i.ytimg.com/vi/gV_q4EY3uAQ/default.jpg
Blood of Kingu,Dark Star on the Right Horn of the Crescent Moon,F1X0w7CeXdg,16401,https://i.ytimg.com/vi/F1X0w7CeXdg/default.jpg
Fogos,Corpses and Ashes (Full Album),qxQ69hSux4k,16096,https://i.ytimg.com/vi/qxQ69hSux4k/default.jpg
Fagÿhold,Sons of the Carpathian Winterfrost,nr_OJn1NlpU,802,https://i.ytimg.com/vi/nr_OJn1NlpU/default.jpg
Harlem Globetrotters Theme (as played by Michael Sands),Piano accompaniment tutorial,lhjjjevgWSM,2306,https://i.ytimg.com/vi/lhjjjevgWSM/default.jpg
Poison,Slaves Of The Crucifix [Into The Abyss],oMTCiUYn-UE,8069,https://i.ytimg.com/vi/oMTCiUYn-UE/default.jpg
Poison,Sphinx [Into The Abyss],JZmDIdKOiBw,8389,https://i.ytimg.com/vi/JZmDIdKOiBw/default.jpg
Poison,Yog Sothoth [Into The Abyss],MJaBNcrlPFs,7613,https://i.ytimg.com/vi/MJaBNcrlPFs/default.jpg
Poison,Alive (Undead),ABZWIrcjDbw,1110,https://i.ytimg.com/vi/ABZWIrcjDbw/default.jpg
Himiko Kikuchi,Look Your Back,h86ob2LX_Wg,64180,https://i.ytimg.com/vi/h86ob2LX_Wg/default.jpg
Grausamkeit,Pink Green 666,vk-6SHp9ZaI,41549,https://i.ytimg.com/vi/vk-6SHp9ZaI/default.jpg
Nocturnal Pulver,Heroin Makes Happy,9d5CnpVzJ0s,11594,https://i.ytimg.com/vi/9d5CnpVzJ0s/default.jpg
Automatic Fine Tuning,The Great Panjandrum Wheel (Part 1),rtSaybJo7Ko,16522,https://i.ytimg.com/vi/rtSaybJo7Ko/default.jpg
Grausamkeit,Something About Spacebase,3HgT35vLg8g,198571,https://i.ytimg.com/vi/3HgT35vLg8g/default.jpg
Birkabein (BSoD),Getryn,BZu0Z_bSG_Y,2109,https://i.ytimg.com/vi/BZu0Z_bSG_Y/default.jpg
Atheist ,Mother Man,utqWrkVEQvI,446443,https://i.ytimg.com/vi/utqWrkVEQvI/default.jpg
Atheist ,Piece of Time,2EDxOwRLcUE,119335,https://i.ytimg.com/vi/2EDxOwRLcUE/default.jpg
ATHEIST,Unquestionable Presence,WEdQ84rbcoY,264959,https://i.ytimg.com/vi/WEdQ84rbcoY/default.jpg
Moonblood,Born To Live In The Shadows Of Damnation,rHAgh5iJpqA,1288,https://i.ytimg.com/vi/rHAgh5iJpqA/default.jpg
Moonblood,A Silent Dream of Impurity,6TtHt21SIOw,93559,https://i.ytimg.com/vi/6TtHt21SIOw/default.jpg
Blast,Hope,pXoVIpiYC0A,13968,https://i.ytimg.com/vi/pXoVIpiYC0A/default.jpg
Blast,Damned Flame,SYCUIeyfEy0,40877,https://i.ytimg.com/vi/SYCUIeyfEy0/default.jpg
Bach,Fugue in G minor BWV 578,PhRa3REdozw,6088091,https://i.ytimg.com/vi/PhRa3REdozw/default.jpg
Kristallnacht,Kristallnacht,wgCSkYTMnNo,29460,https://i.ytimg.com/vi/wgCSkYTMnNo/default.jpg
NLM ,"1989 - Thank You Good Night, We Love You!! (Full Album)",PBTluRnKLcM,269,https://i.ytimg.com/vi/PBTluRnKLcM/default.jpg
Blod Besvimelse / Heroin Makes Happy,Tales from the Pitifulness / Last Silence Dream,IrBFUAe8j-s,20842,https://i.ytimg.com/vi/IrBFUAe8j-s/default.jpg
Burzum ,Back to the Shadows,z4MBrlhst0I,64646,https://i.ytimg.com/vi/z4MBrlhst0I/default.jpg
Tetragrammacide ,Wolves of Nuklear Impalement,I3nPGXnLybM,2839,https://i.ytimg.com/vi/I3nPGXnLybM/default.jpg
Strid,Det Hviskes Blant Sorte Vinder,Jwa-3THi90c,27251,https://i.ytimg.com/vi/Jwa-3THi90c/default.jpg
Strid,End of Life,qimQ0rS7fJw,78016,https://i.ytimg.com/vi/qimQ0rS7fJw/default.jpg
Strid,Nattevandring,_1eztuY1I8g,10415,https://i.ytimg.com/vi/_1eztuY1I8g/default.jpg
Darkest Oath,Animus Et Corpus,8R0ldYVVEbI,24401,https://i.ytimg.com/vi/8R0ldYVVEbI/default.jpg
Geiermeier,Heroin Makes Happy,5-n5meKaqnk,4539,https://i.ytimg.com/vi/5-n5meKaqnk/default.jpg
Def Leppard,Wasted (First Strike EP),hivWiiirPZ8,5239,https://i.ytimg.com/vi/hivWiiirPZ8/default.jpg
Barathrum,Inferno Winds,2Cu2n56ucL8,1071,https://i.ytimg.com/vi/2Cu2n56ucL8/default.jpg
Barathrum,Spears of Sodom,A_zoYoGnhFk,5912,https://i.ytimg.com/vi/A_zoYoGnhFk/default.jpg
Barathrum ,Hailstorm,kh7r_zrH8T4,10905,https://i.ytimg.com/vi/kh7r_zrH8T4/default.jpg
Grausamkeit,Fck God - Staring Into Darkness (Full EP 2020),qZk45Dz_nMA,10314,https://i.ytimg.com/vi/qZk45Dz_nMA/default.jpg
Hateful Five,Powróz,fbyYYgtmmbs,17097,https://i.ytimg.com/vi/fbyYYgtmmbs/default.jpg
Pidżama Porno,Futurista (Full Album),1E97JAwvZaw,35911,https://i.ytimg.com/vi/1E97JAwvZaw/default.jpg
Nyogthaeblisz,The Abysmal Wargoat,wuAsOcDICl0,32957,https://i.ytimg.com/vi/wuAsOcDICl0/default.jpg
Desecration,Psycho (Demo 1985),H3hdYgOZb2M,12958,https://i.ytimg.com/vi/H3hdYgOZb2M/default.jpg
Warhammer (UK),Abattoir of Death,mTByQ4msL_g,21600,https://i.ytimg.com/vi/mTByQ4msL_g/default.jpg
Rostulara,Down,WLURm0q_Qf0,68,https://i.ytimg.com/vi/WLURm0q_Qf0/default.jpg
Törr,Witchhammer,-u9HAeHMCd0,80548,https://i.ytimg.com/vi/-u9HAeHMCd0/default.jpg
Hun,A Holtak Lelke (Remastered),ENm2vQLdoTQ,82,https://i.ytimg.com/vi/ENm2vQLdoTQ/default.jpg
Torturer's Lobby (US),Again (Demo 2021),8oHI8oR4Odg,1728,https://i.ytimg.com/vi/8oHI8oR4Odg/default.jpg
Deranged,Anarchy,woFurOKr2ew,305,https://i.ytimg.com/vi/woFurOKr2ew/default.jpg
Vader,Necrolust 89 demo,iZ4gI8BPG94,43248,https://i.ytimg.com/vi/iZ4gI8BPG94/default.jpg
REJESTRACJA,"""Kontrola""",U0kKpmFXdtw,13880,https://i.ytimg.com/vi/U0kKpmFXdtw/default.jpg
REJESTRACJA ,Darmowe wczasy (demo 1983),H5xyfcccdTM,6784,https://i.ytimg.com/vi/H5xyfcccdTM/default.jpg
Cavetown,Dysphoric,dbldW4MTAfU,2951024,https://i.ytimg.com/vi/dbldW4MTAfU/default.jpg
Cavetown ,It's Okay,xuMjATV_eTs,395169,https://i.ytimg.com/vi/xuMjATV_eTs/default.jpg
Cavetown,Candle,JLmSH56bw5Y,1612992,https://i.ytimg.com/vi/JLmSH56bw5Y/default.jpg
Cavetown ,It's All Good,1iLD8oyWfps,597677,https://i.ytimg.com/vi/1iLD8oyWfps/default.jpg
Cavetown,I Promise I'm Trying,wwLMOUp5K4A,3067633,https://i.ytimg.com/vi/wwLMOUp5K4A/default.jpg
Cavetown ,They're Too Loud,gfmkLkD-Goc,32691,https://i.ytimg.com/vi/gfmkLkD-Goc/default.jpg
Cavetown,Evergreen,yHxcOEYXLAM,100230,https://i.ytimg.com/vi/yHxcOEYXLAM/default.jpg
Cavetown ,Dysphoric V.2,ZbPDyhlH98Y,112443,https://i.ytimg.com/vi/ZbPDyhlH98Y/default.jpg
Cavetown,2 AM,siDmXVq6oX0,101569,https://i.ytimg.com/vi/siDmXVq6oX0/default.jpg
Cavetown,Solar System,6M_k9jZaPvo,8203,https://i.ytimg.com/vi/6M_k9jZaPvo/default.jpg
CAVETOWN,WHERE WAS THE POINT IN IT ALL,WZmEJO6nopA,33634,https://i.ytimg.com/vi/WZmEJO6nopA/default.jpg
Cavetown,Ghost Boys,-PjwBSfecoY,1048623,https://i.ytimg.com/vi/-PjwBSfecoY/default.jpg
Cavetown,Hands,z_4vZo5jv2o,40498,https://i.ytimg.com/vi/z_4vZo5jv2o/default.jpg
cavetown,To Hold Amber (cover audio),yyGDi3xjogk,29132,https://i.ytimg.com/vi/yyGDi3xjogk/default.jpg
Cavetown ,Rocket Ships,20khoOfseE4,2567982,https://i.ytimg.com/vi/20khoOfseE4/default.jpg
Cavetown,Lying on the Moon (Cover),aFuFl7ZZ_ZQ,13318,https://i.ytimg.com/vi/aFuFl7ZZ_ZQ/default.jpg
Cavetown,Thank You,MHqPF6MzfjM,17057,https://i.ytimg.com/vi/MHqPF6MzfjM/default.jpg
Cavetown ,Treat Your Demons As Your Nervous Friends,PJKfDjY_E70,29164,https://i.ytimg.com/vi/PJKfDjY_E70/default.jpg
Cavetown,Winter Coat,XYGYslSE87I,52251,https://i.ytimg.com/vi/XYGYslSE87I/default.jpg
Cavetown,Advice (Acoustic),sbX3ryTNBu8,328611,https://i.ytimg.com/vi/sbX3ryTNBu8/default.jpg
Cavetown ft. Chloe Moriondo,Devil Town (V.2),Pg7iiMtIY68,1164891,https://i.ytimg.com/vi/Pg7iiMtIY68/default.jpg
Cavetown,Peachy,7l40CtGwWgs,46620,https://i.ytimg.com/vi/7l40CtGwWgs/default.jpg
Cavetown,Luv Song,_XWojbyajjM,19426,https://i.ytimg.com/vi/_XWojbyajjM/default.jpg
cavetown ,Hug all ur friends (Extended Version),dSi913Z7ruA,3594245,https://i.ytimg.com/vi/dSi913Z7ruA/default.jpg
Cavetown ,Alien Waves,8ACdokCeq0s,17993,https://i.ytimg.com/vi/8ACdokCeq0s/default.jpg
Cavetown,Hospital (Cover),JKvnWKGqTME,3129,https://i.ytimg.com/vi/JKvnWKGqTME/default.jpg
Cavetown,Dude Mountain,cJmMdQA6BnE,2687,https://i.ytimg.com/vi/cJmMdQA6BnE/default.jpg
Cavetown,Unpopular Boy Makes a Friend,cwBGqm0Hygw,44815,https://i.ytimg.com/vi/cwBGqm0Hygw/default.jpg
Cavetown,Earth,a2DQTe0h07E,4890,https://i.ytimg.com/vi/a2DQTe0h07E/default.jpg
Cavetown,Untitled,aRrouE1E4To,4609,https://i.ytimg.com/vi/aRrouE1E4To/default.jpg
Cavetown,Vacation With The Ghosts,AklhA2tIlr8,6471,https://i.ytimg.com/vi/AklhA2tIlr8/default.jpg
Cavetown,Rain,fGYgCt3rkqM,677051,https://i.ytimg.com/vi/fGYgCt3rkqM/default.jpg
One Way Streets,We All Love Peanut Butter,rJmu9Gn7n2s,948,https://i.ytimg.com/vi/rJmu9Gn7n2s/default.jpg
J.C.Fielding,Put it in a sack,zrKHnJyV5eI,1283,https://i.ytimg.com/vi/zrKHnJyV5eI/default.jpg
Hollywood Autopsy ,Turn the pages,XquZITcZ2OM,961,https://i.ytimg.com/vi/XquZITcZ2OM/default.jpg
Gee Mr Tracy,I Fell Through The Floor,6k_VU4Kf1Dw,9043,https://i.ytimg.com/vi/6k_VU4Kf1Dw/default.jpg
George Harrison,Hey/Truth Demo,LsnNoUvF5nE,784,https://i.ytimg.com/vi/LsnNoUvF5nE/default.jpg
The Past Seven Days,Raindance,d9Z2CIUjh_0,20166,https://i.ytimg.com/vi/d9Z2CIUjh_0/default.jpg
Johnny Darrell,Willing,5s1t7uigHfI,70,https://i.ytimg.com/vi/5s1t7uigHfI/default.jpg
Tarzan 5 ,Boys Game,6QVFy0VCL1w,9379,https://i.ytimg.com/vi/6QVFy0VCL1w/default.jpg
Kriminella Gitarrer ,Stig Bomb,kwpH_rIvH_A,7183,https://i.ytimg.com/vi/kwpH_rIvH_A/default.jpg
The F Models,It's Not Right,ueQAb7q33XY,4221,https://i.ytimg.com/vi/ueQAb7q33XY/default.jpg
Gordon Spicer Band,Telephone Bore,QvEDevDbreo,74565,https://i.ytimg.com/vi/QvEDevDbreo/default.jpg
Clap,Out Of The Shadows,8gz3Pxie2u0,2417,https://i.ytimg.com/vi/8gz3Pxie2u0/default.jpg
Ingrates,Don't Be a Stranger,Yt0qxGosrs8,335,https://i.ytimg.com/vi/Yt0qxGosrs8/default.jpg
Morio Agata / あがた森魚,Submarine / サブマリン,kFfSJJe9fHs,69137,https://i.ytimg.com/vi/kFfSJJe9fHs/default.jpg
The Gosdin Brothers ,Georgia,QY8P9yDWECo,689,https://i.ytimg.com/vi/QY8P9yDWECo/default.jpg
The Un-Ones,No Way,QQcBf39lKFI,2138,https://i.ytimg.com/vi/QQcBf39lKFI/default.jpg
Thee Open Sex,Light of Love,PgRaCxSLO_g,95869,https://i.ytimg.com/vi/PgRaCxSLO_g/default.jpg
Facade,Red Rain Coat,SHSgJkv09zE,437,https://i.ytimg.com/vi/SHSgJkv09zE/default.jpg
Yaphet Kotto,Have You Ever Seen the Blues,Pr8gKToJNyM,981,https://i.ytimg.com/vi/Pr8gKToJNyM/default.jpg
The Prime Movers,Matter of Time,Tvpe0ww9jEU,840,https://i.ytimg.com/vi/Tvpe0ww9jEU/default.jpg
Satan's Rats,Facade,teG6ETtellY,6016,https://i.ytimg.com/vi/teG6ETtellY/default.jpg
Sweet Dreams ,Love is Strange,LjAadP3jW8I,23,https://i.ytimg.com/vi/LjAadP3jW8I/default.jpg
Danny & The Nightmares,Satanic Church,ar_Cy7f0mAo,143,https://i.ytimg.com/vi/ar_Cy7f0mAo/default.jpg
F O E,Return Of Body Snatchers (Exterminated Mix),49zs3szLDJc,8476,https://i.ytimg.com/vi/49zs3szLDJc/default.jpg
A Boogie Wit da Hoodie ft. Don Q,Last Four (4) Digits,3KSsar2Tr_Y,5428,https://i.ytimg.com/vi/3KSsar2Tr_Y/default.jpg
The Decadent Few ,There's a Place,mNCxEX7LSsw,406,https://i.ytimg.com/vi/mNCxEX7LSsw/default.jpg
Beyond John ,Kneel,Nk-nE_Oq0Pg,25,https://i.ytimg.com/vi/Nk-nE_Oq0Pg/default.jpg
Super Vacations,Ruby,b04U1zWg16g,682,https://i.ytimg.com/vi/b04U1zWg16g/default.jpg
Digital Dinosaurs,The Sideways Man,xCOCdrNxrsE,3105,https://i.ytimg.com/vi/xCOCdrNxrsE/default.jpg
Honey Boy,Is My Love Too Late,bxi7qA6BIEw,572,https://i.ytimg.com/vi/bxi7qA6BIEw/default.jpg
Nese Karabocek,YALI YALI (Todd Terje Edit),UGILR4txS7w,3976773,https://i.ytimg.com/vi/UGILR4txS7w/default.jpg
Ricky Banda ,Hang Over,3_Ebx06nGy0,825,https://i.ytimg.com/vi/3_Ebx06nGy0/default.jpg
Nairobi Sisters ,Promised Land (Dub),p-0gQEv1rac,55381,https://i.ytimg.com/vi/p-0gQEv1rac/default.jpg
Fakir ,The Only Dance There Is,kanaEYaXRSI,859,https://i.ytimg.com/vi/kanaEYaXRSI/default.jpg
Sinead O'Connor,Sacrifice,qXGZqnOpC3s,792597,https://i.ytimg.com/vi/qXGZqnOpC3s/default.jpg
Hallelujahs ,I'm Not Green,ec3OXXEPBmQ,3274,https://i.ytimg.com/vi/ec3OXXEPBmQ/default.jpg
The Inner Space,Kamera Song,Fq4VJ493vYg,65165,https://i.ytimg.com/vi/Fq4VJ493vYg/default.jpg
Fruit Tones,Back In The Night (Again),-pdriDOKx9k,1088,https://i.ytimg.com/vi/-pdriDOKx9k/default.jpg
Soul Throbs,Love Again,yIlOv4gKKeI,15,https://i.ytimg.com/vi/yIlOv4gKKeI/default.jpg
UNCALLED 4 ,Grind Her Up,DZAjyKH_Ryg,5531,https://i.ytimg.com/vi/DZAjyKH_Ryg/default.jpg
Jean Knight & Premium,"You Show Me Yours, I'll Show You Mine",4914lUjK3rE,70,https://i.ytimg.com/vi/4914lUjK3rE/default.jpg
Procto Boy,Roid Rage,idMRDzd3DrE,234,https://i.ytimg.com/vi/idMRDzd3DrE/default.jpg
After Dinner,Ironclad Mermaid,1hf9cG8aFzo,4850,https://i.ytimg.com/vi/1hf9cG8aFzo/default.jpg
Summerhouse ,Swirl,Z1jXY8hgQIo,553,https://i.ytimg.com/vi/Z1jXY8hgQIo/default.jpg
"Earth, Wind & Fire ",September [The Reflex Revision],_A8UaJDjirw,5985123,https://i.ytimg.com/vi/_A8UaJDjirw/default.jpg
Michael Jackson ,P.Y.T. [The Reflex Revision],lDVF6Uw4V6M,7434553,https://i.ytimg.com/vi/lDVF6Uw4V6M/default.jpg
George Michael,I Can't Make You Love Me,QbWJO8RMg1A,29789810,https://i.ytimg.com/vi/QbWJO8RMg1A/default.jpg
FKJ & Masego,Tadow,hC8CH0Z3L54,426087197,https://i.ytimg.com/vi/hC8CH0Z3L54/default.jpg
FKJ & Tom Misch,Losing My Way,X4Q7d0CtYyk,68137954,https://i.ytimg.com/vi/X4Q7d0CtYyk/default.jpg
"Justin Timberlake, Earth Wind & Fire",Let's Groove In Our Suits & Ties (Flipboitamidles Mashup),YuScl3VMcoo,2580639,https://i.ytimg.com/vi/YuScl3VMcoo/default.jpg
Daft Punk ,The 5tory of the 5ecret 5tar 5ystem,3Qxe-QOp_-s,3529837,https://i.ytimg.com/vi/3Qxe-QOp_-s/default.jpg
Mariya Takeuchi,Plastic Love,9Gj47G2e1Jc,55748682,https://i.ytimg.com/vi/9Gj47G2e1Jc/default.jpg
N/A,lofi beats to relax/study to,_fVjJmX2GYs,5239870,https://i.ytimg.com/vi/_fVjJmX2GYs/default.jpg
DJ Mustard (assumed based on the type beat mentioned in the title),N/A (the title indicates that it is a mix of multiple songs),mVErSGMHoLQ,59895,https://i.ytimg.com/vi/mVErSGMHoLQ/default.jpg
Paramore X Mariya Takeuchi,Plastic Fun (Mashup),RPV3V9U5uik,454279,https://i.ytimg.com/vi/RPV3V9U5uik/default.jpg
松原みき (Miki Matsubara) ,真夜中のドア/Stay With Me,VEe_yIbW64w,96910626,https://i.ytimg.com/vi/VEe_yIbW64w/default.jpg
"Hector ""El Father""",Maldades,L_G_BGhMeVQ,16507,https://i.ytimg.com/vi/L_G_BGhMeVQ/default.jpg
Markus Eder ,The Ultimate Run,fbqHK8i-HdA,9782983,https://i.ytimg.com/vi/fbqHK8i-HdA/default.jpg
Serge Gainsbourg & France Gall,French Tv,I2TiknfS1Sk,4860,https://i.ytimg.com/vi/I2TiknfS1Sk/default.jpg
Fleur,"Poupée de Cire, Poupée de Son",8P63R5q_lsU,42028,https://i.ytimg.com/vi/8P63R5q_lsU/default.jpg
Jarvis Cocker,I Just Came To Tell You That I'm Going,yAeOdiV7Osc,2517,https://i.ytimg.com/vi/yAeOdiV7Osc/default.jpg
Serge Gainsbourg,Ce mortel ennui,TyMqgv5Djf0,635412,https://i.ytimg.com/vi/TyMqgv5Djf0/default.jpg
Elton John & Brian Wilson,Wouldn't It Be Nice,L5N1B-gESSQ,1708161,https://i.ytimg.com/vi/L5N1B-gESSQ/default.jpg
The Beach Boys (Brian sings lead),Here Today,zd3zslzBieA,33727,https://i.ytimg.com/vi/zd3zslzBieA/default.jpg
The Beach Boys,You're So Good To Me,8XoHtYaf1sA,63439,https://i.ytimg.com/vi/8XoHtYaf1sA/default.jpg
ABBA,Dancing Queen,I7KDxbLSCTQ,688,https://i.ytimg.com/vi/I7KDxbLSCTQ/default.jpg
Ibrahim Maalouf & Juliette Gréco,La Javanaise,t9fpMy5iE0I,461235,https://i.ytimg.com/vi/t9fpMy5iE0I/default.jpg
The Laurie Sisters ,Stand a Little Closer,lDxZpVTGD4E,10550,https://i.ytimg.com/vi/lDxZpVTGD4E/default.jpg
Earl Sweatshirt x Action Bronson x The Alchemist ,Warlord Leather (Remix - Mash Up),5Jr20Q6qz_s,34326,https://i.ytimg.com/vi/5Jr20Q6qz_s/default.jpg
Nancy Sit,Love Potion #9,R-b_uEt_Ajo,1628,https://i.ytimg.com/vi/R-b_uEt_Ajo/default.jpg
Helena Noguerra & Alain Chamfort,La Decadanse,WJP1mkHECe4,23149,https://i.ytimg.com/vi/WJP1mkHECe4/default.jpg
Breakbot,My Toy,FSZX2msuJgE,60287,https://i.ytimg.com/vi/FSZX2msuJgE/default.jpg
Jane Birkin,Baby Birkin,HTbI9OUnMHc,3087,https://i.ytimg.com/vi/HTbI9OUnMHc/default.jpg
Dutronc,Le Temps De L'Amour,Hw6I2oUjuo0,8924,https://i.ytimg.com/vi/Hw6I2oUjuo0/default.jpg
Herbie Hancock,The Thief,80htpWlxCT8,206,https://i.ytimg.com/vi/80htpWlxCT8/default.jpg
Serge Gainsbourg,"Sea, Sex and Sun (ENGLISH VERSION)",ke6rXTM8uAs,144733,https://i.ytimg.com/vi/ke6rXTM8uAs/default.jpg
HONEY,La Javanaise (Cover of Serge Gainsbourg),pkh2BLoGtGI,564,https://i.ytimg.com/vi/pkh2BLoGtGI/default.jpg
Charlotte Gainsbourg  ,Lemon Incest,KBIntpBafKQ,67558,https://i.ytimg.com/vi/KBIntpBafKQ/default.jpg
Jane Birkin ,Docteur Faust (Inédit Gainsbourg 1974),85pg3Xitbkk,171450,https://i.ytimg.com/vi/85pg3Xitbkk/default.jpg
-M- & General Elektriks ,Melody Nelson,e4wlskoSwPM,485426,https://i.ytimg.com/vi/e4wlskoSwPM/default.jpg
Gabriel Anfossi Quartet featuring Serge Gainsbourg,Les Petits Papiers,rgGJGF71H7M,998,https://i.ytimg.com/vi/rgGJGF71H7M/default.jpg
Vanina de Franco,Hommage à Serge Gainsbourg,AUaCfDp1Vw4,2817,https://i.ytimg.com/vi/AUaCfDp1Vw4/default.jpg
Serge Gainsbourg ,Les Cigarillos,iV5M18XHzys,150,https://i.ytimg.com/vi/iV5M18XHzys/default.jpg
Serge Gainsbourg,Laetitia,rtF7M7YBjTI,68759,https://i.ytimg.com/vi/rtF7M7YBjTI/default.jpg
Luce and Serge Gainsbourg,unknown (as the video title only states that Luce is interpreting Serge Gainsbourg's music),vFHsMHVjfU4,71937,https://i.ytimg.com/vi/vFHsMHVjfU4/default.jpg
"Serge Gainsbourg (feat. Sarah, Even, Haim)",La Chanson de Prévert,n5aFqlGGDfc,223,https://i.ytimg.com/vi/n5aFqlGGDfc/default.jpg
Jane Birkin (featuring Serge Gainsbourg),L'anamour,CFWQ0Zd0EFY,3228,https://i.ytimg.com/vi/CFWQ0Zd0EFY/default.jpg
Daniel Darc ,Serge Gainsbourg Cover - Session Acoustique OÜI FM,H9qOvpKHrsE,173,https://i.ytimg.com/vi/H9qOvpKHrsE/default.jpg
Gainsbourg,N/A (It is a compilation of songs performed by Gainsbourg and his female interpreters),6zvUVKVozcg,470,https://i.ytimg.com/vi/6zvUVKVozcg/default.jpg
DALIDA,Potpourri,RuTvNCTD3sQ,2076,https://i.ytimg.com/vi/RuTvNCTD3sQ/default.jpg
Mireille Darc featuring Serge Gainsbourg,Le Drapeau Noir,IlYsV-gwXzI,1096,https://i.ytimg.com/vi/IlYsV-gwXzI/default.jpg
Mireille Darc,Hélicoptère,TJHQ1Wp1Y80,84635,https://i.ytimg.com/vi/TJHQ1Wp1Y80/default.jpg
Mireille Darc,Drapeau Noir,J_aTyfzza7A,36113,https://i.ytimg.com/vi/J_aTyfzza7A/default.jpg
Serge Gainsbourg ,La Cavaleuse,nxkwWb-5Ja0,14302,https://i.ytimg.com/vi/nxkwWb-5Ja0/default.jpg
France Gall,Musique,_D02GDu4P8s,19959,https://i.ytimg.com/vi/_D02GDu4P8s/default.jpg
La Comédie-Française chante Gainsbourg ,Valse de Melody / Comme un boomerang / La Javanaise,mIoufqK9sMQ,11947,https://i.ytimg.com/vi/mIoufqK9sMQ/default.jpg
Serge Gainsbourg,Comme Un Boomerang,8jrAeNyvsE8,6145,https://i.ytimg.com/vi/8jrAeNyvsE8/default.jpg
Katty Line,Puisque tu dors j'ose te dire,9unPBfaNNK8,13457,https://i.ytimg.com/vi/9unPBfaNNK8/default.jpg
Imagine Dragons,"""Ready Aim Fire""",flLxVHYKeyk,9216075,https://i.ytimg.com/vi/flLxVHYKeyk/default.jpg
Imagine Dragons,Levitate,z0a9k1gSMsw,17644448,https://i.ytimg.com/vi/z0a9k1gSMsw/default.jpg
Imagine Dragons,Battle Cry,5ZtMHSOq50Q,21865879,https://i.ytimg.com/vi/5ZtMHSOq50Q/default.jpg
Imagine Dragons,Not Today,trig1MiEo1s,65524823,https://i.ytimg.com/vi/trig1MiEo1s/default.jpg
Imagine Dragons ,Warriors,5cNa3MVjS2I,1183064,https://i.ytimg.com/vi/5cNa3MVjS2I/default.jpg
Imagine Dragons,Fallen,qBTnS-K-gA8,517664,https://i.ytimg.com/vi/qBTnS-K-gA8/default.jpg
Imagine Dragons,Look How Far We've Come,HD5biGaQpsU,1776042,https://i.ytimg.com/vi/HD5biGaQpsU/default.jpg
Imagine Dragons ,Living Musical,fs1RtYFZD08,314775,https://i.ytimg.com/vi/fs1RtYFZD08/default.jpg
Imagine Dragons ,Pistol Whip ,d4fsZvJVILU,436436,https://i.ytimg.com/vi/d4fsZvJVILU/default.jpg
Imagine Dragons ,The Pit,bAtu0Q9vbY0,332834,https://i.ytimg.com/vi/bAtu0Q9vbY0/default.jpg
Imagine Dragons (feat. Boots),Speak To Me EP (Audio),MCLwkBnFiCE,266262,https://i.ytimg.com/vi/MCLwkBnFiCE/default.jpg
Imagine Dragons,Speak To Me,L9vLuHQXP78,333252,https://i.ytimg.com/vi/L9vLuHQXP78/default.jpg
Toby Fox ,Megalovania,YTfvUlUS9C4,2497659,https://i.ytimg.com/vi/YTfvUlUS9C4/default.jpg
